P13					P25	P25RP14	P25R1P14
update						Q1	Q24
id	Spalte	text	Keyword	property	Themenwert		
68.36	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
68.36	r_c	intrigues galantes et sentimentales, peinture des mœurs	mœurs	isabout	mœurs		
68.37	r_s	sensibilité effrénée, mélancolie (’J’ai déjà trop vécu ’)	sensibilité	isabout	sentimentalisme		
68.37	r_c	aventures romanesques, voyages, horreur et violence	voyages	isabout	voyage		
68.37	r_s	sensibilité effrénée, mélancolie (’J’ai déjà trop vécu ’)	mélancolie	isabout	mélancolie		
68.38	r_c	les aventures merveilleuses d’un habitant de la lune à qui un génie accorde tous ses souhaits	merveille	isabout	miracle		
68.40	r_c	intrigue sentimentale, aventures romanesques (deux amoureux persécutés)	sentimentale	isabout	sentiment		
68.40	r_c	intrigue sentimentale, aventures romanesques (deux amoureux persécutés)	amour	isabout	amour		
68.41	r_c	intrigues galantes suivies d’un retour à la vie champêtre, peinture des mœurs	galant	isabout	galanterie		
68.41	r_c	intrigues galantes suivies d’un retour à la vie champêtre, peinture des mœurs	mœurs	isabout	mœurs		
68.42	r_s	observations morales et philosophiques	philosophiques	isabout	philosophie		
68.42	r_s	observations morales et philosophiques	morale	isabout	morale		
68.42	r_c	songes allégoriques (L’optimisme, De l’Ame, De la cupidité et de la vertu, ...)	vertu	isabout	vertu		
68.43	r_c	aventures merveilleuses	merveille	isabout	miracle		
68.44	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
68.44	r_s	sensibilité larmoyante	sensibilité	isabout	sentimentalisme		
68.46	r_c	mésalliance, mauvaise éducation, aventures romanesques, histoires d’amour	éducation	isabout	éducation		
68.46	r_c	mésalliance, mauvaise éducation, aventures romanesques, histoires d’amour	amour	isabout	amour		
68.47	r_c	intrigues mondaines, peinture des mœurs	mœurs	isabout	mœurs		
68.48	r_c	mariage mal assorti, intrigues sentimentales	sentimentale	isabout	sentiment		
68.5	r_c	aventures sentimentales et militaires	sentimentale	isabout	sentiment		
68.5	r_s	mélancolie, sensibilité	sensibilité	isabout	sentimentalisme		
68.5	r_s	mélancolie, sensibilité	mélancolie	isabout	mélancolie		
68.5	r_c	aventures sentimentales et militaires	militaire	isabout	militaire		
68.50	r_c	intrigues galantes et sentimentales, histoires de famille, incidents romanesques	galant	isabout	galanterie		
68.50	r_c	intrigues galantes et sentimentales, histoires de famille, incidents romanesques	sentimentale	isabout	sentiment		
68.50	r_c	intrigues galantes et sentimentales, histoires de famille, incidents romanesques	famille	isabout	famille		
68.51	r_c	aventures romanesques, éléments merveilleux, voyages	merveille	isabout	miracle		
68.51	r_c	aventures romanesques, éléments merveilleux, voyages	voyages	isabout	voyage		
68.53	r_c	querelles de village, critique des mœurs affectées	mœurs	isabout	mœurs		
68.53	r_c	querelles de village, critique des mœurs affectées	village	isabout	village		
68.54	r_c	intrigues de cour, aventures romanesques, éléments fantastiques	cour	isabout	cour		
68.55	r_c	suite de malheurs, discussions	malheurs	isabout	malheur		
68.55	r_s	thèmes économiques et philosophiques	philosophiques	isabout	philosophie		
68.56	r_c	voyages, aventures merveilleuses	merveille	isabout	miracle		
68.56	r_c	voyages, aventures merveilleuses	voyages	isabout	voyage		
68.56	r_s	critique des mœurs, thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
68.56	r_s	critique des mœurs, thèmes philosophiques	mœurs	isabout	mœurs		
68.57	r_c	incidents romanesques, épisodes galants, discussions	galant	isabout	galanterie		
68.57	r_s	ironie, analyse des idées et des passions	passion	isabout	passion		
68.5bis	r_s	ton sentimental et moralisateur	sentimental	isabout	sentiment		
68.6	r_c	aventures sentimentales et romanesques	sentimentale	isabout	sentiment		
68.7	r_c	peinture des mœurs parisiennes, intrigue sentimentale	sentimentale	isabout	sentiment		
68.7	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
68.7	r_c	peinture des mœurs parisiennes, intrigue sentimentale	mœurs	isabout	mœurs		
68.8	r_c	aventures galantes et romanesques (un jeune homme est séduit par ses passions et ses mauvaises fréquentations...)	galant	isabout	galanterie		
68.8	r_s	sensibilité, vertu, intentions moralisatrices, peinture des mœurs	sensibilité	isabout	sentimentalisme		
68.8	r_c	aventures galantes et romanesques (un jeune homme est séduit par ses passions et ses mauvaises fréquentations...)	passion	isabout	passion		
68.8	r_s	sensibilité, vertu, intentions moralisatrices, peinture des mœurs	vertu	isabout	vertu		
68.8	r_s	sensibilité, vertu, intentions moralisatrices, peinture des mœurs	mœurs	isabout	mœurs		
68.9	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
69.1	r_c	intrigues sentimentales	sentimentale	isabout	sentiment		
69.10	r_c	critique des mœurs parisiennes, aventures romanesques, ton satirique	mœurs	isabout	mœurs		
69.11	r_c	aventures galantes d’une prostituée	galant	isabout	galanterie		
69.12	r_s	intentions moralisatrices, sensibilité effrénée, mélancolie	sensibilité	isabout	sentimentalisme		
69.12	r_c	amours contrariées, tragiques	amour	isabout	amour		
69.12	r_s	intentions moralisatrices, sensibilité effrénée, mélancolie	mélancolie	isabout	mélancolie		
69.13	r_s	sensibilité, vertu	sensibilité	isabout	sentimentalisme		
69.13	r_c	intrigues amoureuses	amour	isabout	amour		
69.13	r_s	sensibilité, vertu	vertu	isabout	vertu		
69.14	r_c	intrigue mondaine, voyage en province, peinture des mœurs	voyage	isabout	voyage		
69.14	r_c	intrigue mondaine, voyage en province, peinture des mœurs	mœurs	isabout	mœurs		
69.15	r_c	intrigues galantes, critique des mœurs	galant	isabout	galanterie		
69.15	r_c	intrigues galantes, critique des mœurs	mœurs	isabout	mœurs		
69.16	r_c	la passion domptée d’une femme mariée	passion	isabout	passion		
69.17	r_c	intrigue sentimentale (une mère prépare une épreuve d’amour. . .)	sentimentale	isabout	sentiment		
69.17	r_c	intrigue sentimentale (une mère prépare une épreuve d’amour. . .)	amour	isabout	amour		
69.2	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
69.2	r_s	bienfaisance, vertu, sensibilité	sensibilité	isabout	sentimentalisme		
69.2	r_s	bienfaisance, vertu, sensibilité	vertu	isabout	vertu		
69.20	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
69.20	r_c	aventures romanesques, histoires d’amour et de famille	famille	isabout	famille		
69.20	r_c	aventures romanesques, histoires d’amour et de famille	amour	isabout	amour		
69.23	r_c	intrigues politiques (lutte contre les Portugais), éléments historiques	politique	isabout	politique		
69.23	r_c	intrigues politiques (lutte contre les Portugais), éléments historiques	éléments historiques	isabout	histoire		
69.25	r_c	un fils de famille normande (membre de l’ ‘élection’ de sa région, d’où l’ ’élu’) vient à Paris et observe les mœurs parisiennes (un ‘président’ cherche à lui faire épouser sa fille)	famille	isabout	famille		
69.25	r_c	un fils de famille normande (membre de l’ ‘élection’ de sa région, d’où l’ ’élu’) vient à Paris et observe les mœurs parisiennes (un ‘président’ cherche à lui faire épouser sa fille)	mœurs	isabout	mœurs		
69.26	r_c	intrigue sentimentale et romanesque, avec les idées d’un père philosophe sur le mariage	sentimentale	isabout	sentiment		
69.29	r_s	sensibilité passionnée	sensibilité	isabout	sentimentalisme		
69.29	r_c	amours contrariées, malheurs, aventures romanesques	malheurs	isabout	malheur		
69.29	r_c	amours contrariées, malheurs, aventures romanesques	amour	isabout	amour		
69.29	r_s	sensibilité passionnée	passion	isabout	passion		
69.30	r_c	intrigue sentimentale, aventures romanesques	sentimentale	isabout	sentiment		
69.30	r_s	ton sensible, intentions moralisatrices	sensible	isabout	sentimentalisme		
69.31	r_c	aventures galantes d’une paysanne qui fait son chemin dans le monde	galant	isabout	galanterie		
69.33	r_c	intrigue sentimentale, malheurs	sentimentale	isabout	sentiment		
69.33	r_c	intrigue sentimentale, malheurs	malheurs	isabout	malheur		
69.34	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
69.35	r_c	intrigue sentimentale, histoires de famille, amours malheureuses	sentimentale	isabout	sentiment		
69.35	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
69.35	r_c	intrigue sentimentale, histoires de famille, amours malheureuses	famille	isabout	famille		
69.35	r_c	intrigue sentimentale, histoires de famille, amours malheureuses	malheur	isabout	malheur		
69.35	r_c	intrigue sentimentale, histoires de famille, amours malheureuses	amour	isabout	amour		
69.36	r_c	éducation et prouesses d’un jeune homme vertueux qui, ministre de ia cour enfin, fait beaucoup pour son pays	éducation	isabout	éducation		
69.36	r_c	éducation et prouesses d’un jeune homme vertueux qui, ministre de ia cour enfin, fait beaucoup pour son pays	vertu	isabout	vertu		
69.36	r_c	éducation et prouesses d’un jeune homme vertueux qui, ministre de ia cour enfin, fait beaucoup pour son pays	cour	isabout	cour		
69.38	r_c	intrigue sentimentale	sentimentale	isabout	sentiment		
69.40	r_s	peinture des mœurs et observations morales, ton satirique	morale	isabout	morale		
69.40	r_s	peinture des mœurs et observations morales, ton satirique	mœurs	isabout	mœurs		
69.41	r_c	histoires de famille, intrigues sentimentales, malheurs	sentimentale	isabout	sentiment		
69.41	r_s	vertu, sensibilité	sensibilité	isabout	sentimentalisme		
69.41	r_c	histoires de famille, intrigues sentimentales, malheurs	famille	isabout	famille		
69.41	r_c	histoires de famille, intrigues sentimentales, malheurs	malheurs	isabout	malheur		
69.41	r_s	vertu, sensibilité	vertu	isabout	vertu		
69.43	r_c	histoire d’amour, intrigues de cour, événements politiques, campagnes militaires	politique	isabout	politique		
69.43	r_c	histoire d’amour, intrigues de cour, événements politiques, campagnes militaires	amour	isabout	amour		
69.43	r_c	histoire d’amour, intrigues de cour, événements politiques, campagnes militaires	militaire	isabout	militaire		
69.43	r_c	histoire d’amour, intrigues de cour, événements politiques, campagnes militaires	cour	isabout	cour		
69.44	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
69.44	r_c	intrigue mondaine, critique des mœurs	mœurs	isabout	mœurs		
69.47	r_c	un jeune homme ingénu fait son chemin dans le monde (voyages, peinture des mœurs)	voyages	isabout	voyage		
69.47	r_c	un jeune homme ingénu fait son chemin dans le monde (voyages, peinture des mœurs)	mœurs	isabout	mœurs		
69.49	r_c	aventures galantes	galant	isabout	galanterie		
69.5	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
69.50	r_c	intrigues sentimentales, histoires de famille	sentimentale	isabout	sentiment		
69.50	r_s	vertu, sensibilité, prétentions moralisatrices	sensibilité	isabout	sentimentalisme		
69.50	r_c	intrigues sentimentales, histoires de famille	famille	isabout	famille		
69.50	r_s	vertu, sensibilité, prétentions moralisatrices	vertu	isabout	vertu		
69.51	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
69.51	r_c	histoires de famille	famille	isabout	famille		
69.52	r_c	aventures galantes d’une jeune bourgeoise au pied trop joli	galant	isabout	galanterie		
69.55	r_c	veut montrer ’le spectacle de l’homme malheureux par les caprices du sort, par l’injustice de ses semblables, ou par l’égarement de sa raison’	malheur	isabout	malheur		
69.56	r_s	sensibilité, vertu, prétentions moralisatrices	sensibilité	isabout	sentimentalisme		
69.56	r_s	sensibilité, vertu, prétentions moralisatrices	vertu	isabout	vertu		
69.6	r_c	aventures romanesques et galantes d’un Français emmené esclave à Constantinople, suivies de réflexions sur les mœurs et la littérature	galant	isabout	galanterie		
69.6	r_c	aventures romanesques et galantes d’un Français emmené esclave à Constantinople, suivies de réflexions sur les mœurs et la littérature	mœurs	isabout	mœurs		
69.6	r_c	aventures romanesques et galantes d’un Français emmené esclave à Constantinople, suivies de réflexions sur les mœurs et la littérature	esclave	isabout	esclavage		
69.60	r_s	prétentions moralisatrices, sensibilité effrénée	sensibilité	isabout	sentimentalisme		
69.60	r_c	amours contrariées, aventures romanesques, malheurs	malheurs	isabout	malheur		
69.60	r_c	amours contrariées, aventures romanesques, malheurs	amour	isabout	amour		
69.62	r_c	malheurs d ’un jeune homme qui reçoit le don de l’immortalité, mais qui finit par apprendre la sagesse	malheurs	isabout	malheur		
69.64	r_c	aventures d’un voyageur, observations sur les mœurs	voyage	isabout	voyage		
69.64	r_c	aventures d’un voyageur, observations sur les mœurs	mœurs	isabout	mœurs		
69.64bis	r_s	sensibilité effrénée	sensibilité	isabout	sentimentalisme		
69.64bis	r_c	les malheurs d’une femme calomniée	malheurs	isabout	malheur		
69.65	r_s	sensibilité effrénée, analyse des sentiments	sensibilité	isabout	sentimentalisme		
69.65	r_c	amours contrariées et tragiques	amour	isabout	amour		
69.66	r_c	aventures d’une jarretière (suite d’épisodes galants)	galant	isabout	galanterie		
69.68	r_c	les amours comiques d’un pasteur de village	amour	isabout	amour		
69.68	r_c	les amours comiques d’un pasteur de village	village	isabout	village		
69.69	r_c	malheurs en série, voyages	malheurs	isabout	malheur		
69.69	r_c	malheurs en série, voyages	voyages	isabout	voyage		
69.69	r_s	critique de l’Eglise, thèmes philosophiques	thèmes philosophiques	isabout	philosophie		
69.72	r_s	sensibilité, tendances réalistes	sensibilité	isabout	sentimentalisme		
69.8	r_c	aventures romanesques, intrigue sentimentale, éléments pseudo-historiques	sentimentale	isabout	sentiment		
69.9	r_c	aventures romanesques, intrigue sentimentale	sentimentale	isabout	sentiment		
69.9	r_s	sensibilité	sensibilité	isabout	sentimentalisme		
70.1	r_c	brigandages, filouteries, épisodes galants	galant	isabout	galanterie		
70.10	r_s	critique des mœurs et sensibilité mélancolique (dans les lettres)	sensibilité	isabout	sentimentalisme		
70.10	r_c	aventures romanesques et histoires de famille (dans les mémoires)	famille	isabout	famille		
70.10	r_s	critique des mœurs et sensibilité mélancolique (dans les lettres)	mélancolique	isabout	mélancolie		
70.10	r_s	critique des mœurs et sensibilité mélancolique (dans les lettres)	mœurs	isabout	mœurs		
70.11	r_c	intrigue mondaine, histoires d’amour	amour	isabout	amour		
70.14	r_c	un fils de parents riches sombre dans le crime car son éducation morale a été négligée (voyages)	éducation	isabout	éducation		
70.14	r_c	un fils de parents riches sombre dans le crime car son éducation morale a été négligée (voyages)	voyages	isabout	voyage		
70.14	r_c	un fils de parents riches sombre dans le crime car son éducation morale a été négligée (voyages)	morale	isabout	morale		
