P13		P52		check	1P52		1check	2P52		2check	3P52		3check	4P52		4check	5P52		5check	6P52		6check	7P52		8P52		8check	P52RP14	1P52RP14	2P52RP14	3P52RP14	4P52RP14	5P52RP14	6P52RP14	7P52RP14	8P52RP14
update																												Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1	Q1
id	s	r_pl	P48 1 Wikidata Label			P48 2 Wikidata Label			P48 3 Wikidata Label			P48 4 Wikidata Label			P48 5 Wikidata Label			P48 6 Wikidata Label			P48 7 Wikidata Label			P48 8 Wikidata Label		P48 9 Wikidata Label										
54.8		cadre grec fantaisiste	Gr�ce	https://www.wikidata.org/wiki/Q41		fantaisiste																														
54.9		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.1		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.10		province	campagne	https://www.wikidata.org/wiki/Q175185	Pans	Pans																														
55.11																																				
55.12		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	�le de Wayserdanos	�le de Wayserdanos		�le de Likeshire	�le de Likeshire																											
55.13	cnt	Allemagne (Munster)	Allemagne	https://www.wikidata.org/wiki/Q183		Münster	https://www.wikidata.org/wiki/Q2742																													
55.14		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.15		cadre impr�cis	cadre impr�cis																																	
55.17		cadre all�gorique	cadre all�gorique																																	
55.18		Perse	Perse	https://www.wikidata.org/wiki/Q3746183																																
55.19		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
55.2	m																																			
55.20		province	campagne	https://www.wikidata.org/wiki/Q175185																																
55.21	n	province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
55.22		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142	Boh�me	Bohême	https://www.wikidata.org/wiki/Q39193																										
55.23		Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869																																
55.24		France	France	https://www.wikidata.org/wiki/Q142	Flandre	Flandre	https://www.wikidata.org/wiki/Q234	Espagne	Espagne	https://www.wikidata.org/wiki/Q29																										
55.25	m																																			
55.26		France	France	https://www.wikidata.org/wiki/Q142																																
55.27																																				
55.28		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	cadre historique (Charles l)	cadre historique (Charles l)																														
55.29		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.3.		province	campagne	https://www.wikidata.org/wiki/Q175185	Londres	Londres	https://www.wikidata.org/wiki/Q84	La Haye	La Haye	https://www.wikidata.org/wiki/Q36600																										
55.30		cadre oriental	Orient	https://www.wikidata.org/wiki/Q205653																																
55.31		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.32		�le des Chim�res	lieu de fiction	https://www.wikidata.org/wiki/Q3895768																																
55.33	c_MH																																			
55.34		cadre pastoral grec	Gr�ce	https://www.wikidata.org/wiki/Q41	vall�e de Tempe	vallée de Tempé	https://www.wikidata.org/wiki/Q258540																													
55.35		Bo�tie	Bo�tie																																	
55.36		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.37		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
55.38		Perse	Perse	https://www.wikidata.org/wiki/Q3746183																																
55.39		France	France	https://www.wikidata.org/wiki/Q142																																
55.4		Suresnes	Suresnes	https://www.wikidata.org/wiki/Q193929																																
55.40	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
55.41		Perse	Perse	https://www.wikidata.org/wiki/Q3746183	Allemagne	Allemagne	https://www.wikidata.org/wiki/Q183	France	France	https://www.wikidata.org/wiki/Q142																										
55.42	*																																			
55.5		Aix-en-Provence	Aix-en-Provence	https://www.wikidata.org/wiki/Q47465	Lyon	Lyon	https://www.wikidata.org/wiki/Q456	Paris	Paris	https://www.wikidata.org/wiki/Q90	Afrique ...	Afrique	https://www.wikidata.org/wiki/Q15																							
55.6		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
55.7	*																																			
55.8																																				
55.9		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
56.1		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
56.10		cadre grec	Gr�ce	https://www.wikidata.org/wiki/Q41																																
56.11		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
56.12		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
56.13	c_MH																																			
56.14		cour de Louis XIII	cour	https://www.wikidata.org/wiki/Q1134237																																
56.15	t																																			
56.16		Portugal	Portugal	https://www.wikidata.org/wiki/Q45																																
56.17	n	Caen	Caen	https://www.wikidata.org/wiki/Q41185																																
56.18	m																																			
56.19																																				
56.2		province	campagne	https://www.wikidata.org/wiki/Q175185																																
56.20	c_MH	Provence	Provence	https://www.wikidata.org/wiki/Q101081	Italie	Italie	https://www.wikidata.org/wiki/Q38	Paris	Paris	https://www.wikidata.org/wiki/Q90	Hollande	Hollande	https://www.wikidata.org/wiki/Q102911																							
56.21		Cith�ropolis (c.-�-d. Paris)	Cith�ropolis (c.-�-d. Paris)																																	
56.22	m																																			
56.23		France	France	https://www.wikidata.org/wiki/Q142																																
56.24		Corinthe (c.-�-d. Paris)	Corinthe	https://www.wikidata.org/wiki/Q103011																																
56.25																																				
56.26	nt																																			
56.27	nt																																			
56.28	c_MH	province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
56.29	n	cours de Castille et d�Avignon	Castille	https://www.wikidata.org/wiki/Q173063		Avignon	https://www.wikidata.org/wiki/Q6397																													
56.3		Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Paraguay	Paraguay	https://www.wikidata.org/wiki/Q733																													
56.30																																				
56.31		province	campagne	https://www.wikidata.org/wiki/Q175185																																
56.32	c_MH																																			
56.4		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
56.5																																				
56.6	n																																			
56.7		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
56.8		France	France	https://www.wikidata.org/wiki/Q142	Italie	Italie	https://www.wikidata.org/wiki/Q38																													
56.9		province	campagne	https://www.wikidata.org/wiki/Q175185																																
57.1		�le de la Raison	lieu de fiction	https://www.wikidata.org/wiki/Q3895768																																
57.10		cadre fantaisiste	lieu de fiction	https://www.wikidata.org/wiki/Q3895768																																
57.11	*																																			
57.13	mt	Parnasse	Parnasse																																	
57.14		Syrie	Syrie	https://www.wikidata.org/wiki/Q858																																
57.15		Paris et alentours	Paris	https://www.wikidata.org/wiki/Q90																																
57.16																																				
57.17		province	campagne	https://www.wikidata.org/wiki/Q175185																																
57.2		Minorque	Minorque	https://www.wikidata.org/wiki/Q52636	Londres	Londres	https://www.wikidata.org/wiki/Q84																													
57.3		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
57.4	m																																			
57.5	mn																																			
57.6	m																																			
57.7	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
57.8	nt	Lesbos	Lesbos	https://www.wikidata.org/wiki/Q128087																																
57.9		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
58.1		cadre antique: Gr�ce	Gr�ce	https://www.wikidata.org/wiki/Q41	Egypte	Égypte	https://www.wikidata.org/wiki/Q79																													
58.10	m																																			
58.11	m																																			
58.12																																				
58.14	*																																			
58.15																																				
58.16	*																																			
58.18		cadre fantaisiste	lieu de fiction	https://www.wikidata.org/wiki/Q3895768																																
58.19		France	France	https://www.wikidata.org/wiki/Q142																																
58.2		cadre rural	campagne	https://www.wikidata.org/wiki/Q175185	pays imaginaire	pays de fiction	https://www.wikidata.org/wiki/Q1145276																													
58.20		Perse	Perse	https://www.wikidata.org/wiki/Q3746183																																
58.21	mt	Bologna	Bologne	https://www.wikidata.org/wiki/Q1891	Modena	Modène	https://www.wikidata.org/wiki/Q279																													
58.3																																				
58.4		le s�rail	s�rail	https://www.wikidata.org/wiki/Q1170287																																
58.6	nt	cadre mythologique	cadre mythologique																																	
58.7		province	campagne	https://www.wikidata.org/wiki/Q175185	Paris	Paris	https://www.wikidata.org/wiki/Q90																													
58.9		cadre grec	Gr�ce	https://www.wikidata.org/wiki/Q41	Paphos	Paphos	https://www.wikidata.org/wiki/Q180918																													
59.1		province	campagne	https://www.wikidata.org/wiki/Q175185																																
59.10		Indes	Inde	https://www.wikidata.org/wiki/Q668																																
59.11	c																																			
59.12		France	France	https://www.wikidata.org/wiki/Q142																																
59.13		cadre oriental	Orient	https://www.wikidata.org/wiki/Q205653	Chica	Chica	https://www.wikidata.org/wiki/Q21476034																													
59.14	m																																			
59.15	n																																			
59.16	ct																																			
59.17		Paris	Paris	https://www.wikidata.org/wiki/Q90	province	campagne	https://www.wikidata.org/wiki/Q175185																													
59.18																																				
59.19																																				
59.2	*																																			
59.20	m																																			
59.21	*																																			
59.23		France	France	https://www.wikidata.org/wiki/Q142	Espagne	Espagne	https://www.wikidata.org/wiki/Q29	Suisse	Suisse	https://www.wikidata.org/wiki/Q39	Hollande...	Hollande	https://www.wikidata.org/wiki/Q102911																							
59.24																																				
59.26		Versailles	Versailles	https://www.wikidata.org/wiki/Q621																																
59.27																																				
59.3	c																																			
59.4	m	France	France	https://www.wikidata.org/wiki/Q142	Pays-Bas...	Pays-Bas	https://www.wikidata.org/wiki/Q55																													
59.5																																				
59.6	m																																			
59.7		Scythie	Scythie	https://www.wikidata.org/wiki/Q845909																																
59.8		Paris	Paris	https://www.wikidata.org/wiki/Q90																																
59.9		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	France	France	https://www.wikidata.org/wiki/Q142																													
60.1		vision	vision																																	
60.10		Ath�nes	Ath�nes	https://www.wikidata.org/wiki/Q1524	Cr�te	Crète	https://www.wikidata.org/wiki/Q34374																													
60.11																																				
60.12	c																																			
60.13	m																																			
60.14		Constantinople	Constantinople	https://www.wikidata.org/wiki/Q16869	Rome	Rome	https://www.wikidata.org/wiki/Q220																													
60.15		cadre antique	cadre antique		Gr�ce	Grèce	https://www.wikidata.org/wiki/Q41																													
60.16	t																																			
60.17	m																																			
60.18																																				
60.19	t																																			
60.2		cadre fantaisiste	lieu de fiction	https://www.wikidata.org/wiki/Q3895768																																
60.20		France	France	https://www.wikidata.org/wiki/Q142	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21	Ecosse	Écosse	https://www.wikidata.org/wiki/Q22																										
60.22	t	Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
60.23																																				
60.24		Angleterre	Angleterre	https://www.wikidata.org/wiki/Q21																																
60.25																																				
60.26	m	Rome	Rome	https://www.wikidata.org/wiki/Q220	Naples	Naples		Londres...	Londres	https://www.wikidata.org/wiki/Q84																										
60.27	m	Paris	Paris	https://www.wikidata.org/wiki/Q90																																
