"P13"		"P47"	"P55"	"P55RP14"
"update"				"Q1"
	"check item"	"minimale Korrekturen"	"neu: Mapping der Strings auf 7 Werte"	"stated in Q1"
"77.21"	"nt"		"unknown"	
"77.22"	"nt"		"unknown"	
"77.23"	"nt"		"unknown"	
"77.24"	"nt"		"unknown"	
"77.25"	"nt"		"unknown"	
"77.26"	"nt"		"unknown"	
"77.27"	"nt"		"unknown"	
"77.28"	"nt"		"unknown"	
"77.29"	"nt"		"unknown"	
"77.31"	"cn"		"unknown"	
"77.32"	"m"		"unknown"	
"77.33"	"m"		"unknown"	
"77.34"			"unknown"	
"77.36"	"*"		"unknown"	
"77.39"			"unknown"	
"77.41"	"nt"		"unknown"	
"77.44"	"m"		"unknown"	
"77.45"			"unknown"	
"77.46"			"unknown"	
"77.47"			"unknown"	
"77.49"	"mt"		"unknown"	
"77.5"			"unknown"	
"77.51"			"unknown"	
"77.55"			"unknown"	
"77.58"			"unknown"	
"77.60"			"unknown"	
"77.61"	"n"		"unknown"	
"77.62"	"nt"		"unknown"	
"77.7"	"nt"		"unknown"	
"78.10"	"m"		"unknown"	
"78.21"			"unknown"	
"78.23"			"unknown"	
"78.24"			"unknown"	
"78.3"	"c"		"unknown"	
"78.32"			"unknown"	
"78.35"			"unknown"	
"78.6"	"c"		"unknown"	
"78.7"	"[78.7]"		"unknown"	
"78.8"	"t"		"unknown"	
"79.12"	"nt"		"unknown"	
"79.12bis"	"t"		"unknown"	
"79.12ter"	"nt"		"unknown"	
"79.16"			"unknown"	
"79.17"	"nt"		"unknown"	
"79.19"	"mnt"		"unknown"	
"79.20"			"unknown"	
"79.21"	"*"		"unknown"	
"79.24"			"unknown"	
"79.25"			"unknown"	
"79.27"			"unknown"	
"79.37"	"mnt"		"unknown"	
"80.13"	"mnt"		"unknown"	
"80.21"			"unknown"	
"80.22"			"unknown"	
"80.26"			"unknown"	
"80.3"			"unknown"	
"80.30"	"c_MH"		"unknown"	
"80.4"			"unknown"	
"80.8"	"mnt"		"unknown"	
"81.14"	"ct"		"unknown"	
"81.16"			"unknown"	
"81.17"			"unknown"	
"81.19"	"c_MH"		"unknown"	
"81.21"			"unknown"	
"81.22"	"m"		"unknown"	
"81.24"	"nt"		"unknown"	
"81.26"	"m"		"unknown"	
"81.30"			"unknown"	
"81.31"	"nt"		"unknown"	
"81.4"	"ct"		"unknown"	
"81.5"			"unknown"	
"81.7"	"c"		"unknown"	
"82.1"	"m"		"unknown"	
"82.11"	"nt"		"unknown"	
"82.12"	"m"		"unknown"	
"82.18"			"unknown"	
"82.19"	"m"		"unknown"	
"82.22"	"mnt"		"unknown"	
"82.23"			"unknown"	
"82.25"	"m"		"unknown"	
"82.29"			"unknown"	
"82.30"	"?"		"unknown"	
"82.33"			"unknown"	
"82.35"			"unknown"	
"82.37"			"unknown"	
"82.39"	"mnt"		"unknown"	
"82.4"	"m"		"unknown"	
"82.6"	"c"		"unknown"	
"82.7"			"unknown"	
"82.8"			"unknown"	
"83.14"			"unknown"	
"83.17"			"unknown"	
"83.24"	"mnt"		"unknown"	
"83.28"	"mnt"		"unknown"	
"83.3"	"ct"		"unknown"	
"83.30"	"n"		"unknown"	
"83.34"	"nt"		"unknown"	
"83.37"			"unknown"	
"83.38"	"t"		"unknown"	
"83.45"	"*"		"unknown"	
"83.47"			"unknown"	
"83.49"			"unknown"	
"83.50"	"m"		"unknown"	
"83.58"	"*"		"unknown"	
"83.6"			"unknown"	
"84.10"			"unknown"	
"84.11"			"unknown"	
"84.12"	"c"		"unknown"	
"84.14"	"m"		"unknown"	
"84.19"	"nt"		"unknown"	
"84.24"			"unknown"	
"84.25"			"unknown"	
"84.30"	"mnt"		"unknown"	
"84.32"			"unknown"	
"84.33"			"unknown"	
"84.35"			"unknown"	
"84.42"			"unknown"	
"84.44"	"m"		"unknown"	
"84.45"	"c_MH"		"unknown"	
"84.46"			"unknown"	
"84.48"			"unknown"	
"84.49"	"mnt"		"unknown"	
"84.51"	"*"		"unknown"	
"84.55"	"m"		"unknown"	
"84.56"			"unknown"	
"84.59"			"unknown"	
"84.60"	"m"		"unknown"	
"84.61"	"nt"		"unknown"	
"84.63"	"m"		"unknown"	
"84.65"			"unknown"	
"84.7"	"ct"		"unknown"	
"84.8"	"nt"		"unknown"	
"85.17"	"mnt"		"unknown"	
"85.18"	"ct"		"unknown"	
"85.22"	"*"		"unknown"	
"85.27"	"c"		"unknown"	
"85.29"			"unknown"	
"85.31"	"nmt"		"unknown"	
"85.32"	"c"		"unknown"	
"85.4"			"unknown"	
"85.41"	"nt"		"unknown"	
"85.44"	"t"		"unknown"	
"85.45"	"nt"		"unknown"	
"85.46"	"mnt"		"unknown"	
"85.47"			"unknown"	
"85.48"			"unknown"	
"85.6"	"c"		"unknown"	
"85.9"			"unknown"	
"86.12"			"unknown"	
"86.13"			"unknown"	
"86.14"			"unknown"	
"86.18"	"[86.18]"		"unknown"	
"86.19"			"unknown"	
"86.20"			"unknown"	
"86.21"	"c"		"unknown"	
"86.22"			"unknown"	
"86.23"			"unknown"	
"86.24"	"m"		"unknown"	
"86.25"	"m"		"unknown"	
"86.26"			"unknown"	
"86.28"	"c"		"unknown"	
"86.31"	"m"		"unknown"	
"86.35"	"nt"		"unknown"	
"86.38"			"unknown"	
"86.39"			"unknown"	
"86.41"	"*"		"unknown"	
"86.49"	"ct"		"unknown"	
"86.5"	"c"		"unknown"	
"86.50"	"n"		"unknown"	
"86.55"			"unknown"	
"86.56"			"unknown"	
"86.57"			"unknown"	
"86.59"			"unknown"	
"87.17"	"ct"		"unknown"	
"87.18"	"*"		"unknown"	
"87.19"	"c_MH"		"unknown"	
"87.2"	"nt?"		"unknown"	
"87.21"	"nt"		"unknown"	
"87.22"	"mnt"		"unknown"	
"87.23"	"c t"		"unknown"	
"87.24"			"unknown"	
"87.26"	"cm"		"unknown"	
"87.27"	"ct"		"unknown"	
"87.28"	"nt"		"unknown"	
"87.36"			"unknown"	
"87.39"			"unknown"	
"87.41"			"unknown"	
"87.46"	"t"		"unknown"	
"87.5"	"ct"		"unknown"	
"87.51"			"unknown"	
"87.53"			"unknown"	
"87.55"	"nt"		"unknown"	
"87.57"			"unknown"	
"87.58"	"t"		"unknown"	
"87.59"			"unknown"	
"87.6"			"unknown"	
"87.65"			"unknown"	
"87.66"	"n"		"unknown"	
"87.67"			"unknown"	
"87.71"	"ct"		"unknown"	
"87.9"			"unknown"	
"88.100"			"unknown"	
"88.101"	"c_MH"		"unknown"	
"88.103"	"t"		"unknown"	
"88.12"	"nt"		"unknown"	
"88.19"	"t"		"unknown"	
"88.2"	"[88.2]"		"unknown"	
"88.21"			"unknown"	
"88.27"			"unknown"	
"88.3"			"unknown"	
"88.30"	"cm"		"unknown"	
"88.33"			"unknown"	
"88.38"	"m"		"unknown"	
"88.4"	"ct"		"unknown"	
"88.40"	"t"		"unknown"	
"88.41"	"c_MH"		"unknown"	
"88.43"			"unknown"	
"88.44"	"*"		"unknown"	
"88.45"	"nt"		"unknown"	
"88.47"	"n"		"unknown"	
"88.49"	"m"		"unknown"	
"88.50"			"unknown"	
"88.52"			"unknown"	
"88.57"			"unknown"	
"88.58"	"t"		"unknown"	
"88.6"			"unknown"	
"88.60"	"c_MH"		"unknown"	
"88.61"	"t"		"unknown"	
"88.63"			"unknown"	
"88.65"	"t"		"unknown"	
"88.67"	"nt"		"unknown"	
"88.74"			"unknown"	
"88.79"			"unknown"	
"88.81"	"[88.81]"		"unknown"	
"88.82"	"m"		"unknown"	
"88.85"	"nt"		"unknown"	
"88.90"			"unknown"	
"88.93"			"unknown"	
"88.95"			"unknown"	
"88.99"	"m"		"unknown"	
"89.10"	"c t?"		"unknown"	
"89.100"	"c"		"unknown"	
"89.105"	"t"		"unknown"	
"89.11"			"unknown"	
"89.13"			"unknown"	
"89.23"			"unknown"	
"89.25"			"unknown"	
"89.27"	"nt"		"unknown"	
"89.29"	"m"		"unknown"	
"89.30"	"m"		"unknown"	
"89.37"			"unknown"	
"89.38"			"unknown"	
"89.39"	"m"		"unknown"	
"89.40"	"t"		"unknown"	
"89.44"			"unknown"	
"89.46"			"unknown"	
"89.48"	"c"		"unknown"	
"89.50"	"m"		"unknown"	
"89.51"			"unknown"	
"89.52"	"m"		"unknown"	
"89.62"	"m"		"unknown"	
"89.67"	"nt"		"unknown"	
"89.7"	"m"		"unknown"	
"89.75"	"n"		"unknown"	
"89.76"	"m"		"unknown"	
"89.79"	"m"		"unknown"	
"89.84"	"nt"		"unknown"	
"89.86"			"unknown"	
"89.89"	"nt"		"unknown"	
"89.91"			"unknown"	
"89.93"	"nt"		"unknown"	
"89.96"			"unknown"	
"90.10"			"unknown"	
"90.14"			"unknown"	
"90.15"			"unknown"	
"90.16"			"unknown"	
"90.18"			"unknown"	
"90.19"	"m"		"unknown"	
"90.20"	"m"		"unknown"	
"90.21"	"m"		"unknown"	
"90.22"	"m"		"unknown"	
"90.24"			"unknown"	
"90.27"			"unknown"	
"90.29"	"m"		"unknown"	
"90.30"	"m"		"unknown"	
"90.32"	"m"		"unknown"	
"90.33"			"unknown"	
"90.35"	"cmnt"		"unknown"	
"90.42"	"nt"		"unknown"	
"90.43"			"unknown"	
"90.45"			"unknown"	
"90.49"			"unknown"	
"90.5"			"unknown"	
"90.51"	"t"		"unknown"	
"90.53"			"unknown"	
"90.57"			"unknown"	
"90.58"	"c"		"unknown"	
"90.59"	"c"		"unknown"	
"90.6"			"unknown"	
"90.60"	"m"		"unknown"	
"90.61"			"unknown"	
"90.63"	"m"		"unknown"	
"90.8"	"ct"		"unknown"	
"91.10"	"m"		"unknown"	
"91.11"			"unknown"	
"91.12"			"unknown"	
"91.14"			"unknown"	
"91.15"			"unknown"	
"91.2"			"unknown"	
"91.20"			"unknown"	
"91.22"			"unknown"	
"91.26"			"unknown"	
"91.27"	"t"		"unknown"	
"91.29"	"m"		"unknown"	
"91.3"			"unknown"	
"91.30"			"unknown"	
"91.31"			"unknown"	
"91.35"			"unknown"	
"91.36"			"unknown"	
"91.37"			"unknown"	
"91.38"			"unknown"	
"91.4"			"unknown"	
"91.41"			"unknown"	
"91.6"			"unknown"	
"91.9"			"unknown"	
"92.10"			"unknown"	
"92.12"			"unknown"	
"92.13"			"unknown"	
"92.14"	"nt"		"unknown"	
"92.20"			"unknown"	
"92.22"	"m"		"unknown"	
"92.25"			"unknown"	
"92.26"	"m"		"unknown"	
"92.27"			"unknown"	
"92.28"	"c_MH?"		"unknown"	
"92.29"			"unknown"	
"92.31"			"unknown"	
"92.36"			"unknown"	
"92.37"			"unknown"	
"92.38"			"unknown"	
"92.5"			"unknown"	
"93.10"	"t"		"unknown"	
"93.14"			"unknown"	
"93.19"			"unknown"	
"93.2"	"c"		"unknown"	
"93.3"			"unknown"	
"93.7"	"n"		"unknown"	
"93.9"			"unknown"	
"94.11"			"unknown"	
"94.2"			"unknown"	
"94.3"	"c_MH"		"unknown"	
"94.6bis"			"unknown"	
"95.1"			"unknown"	
"95.11"	"m"		"unknown"	
"95.16"	"t"		"unknown"	
"95.17"	"nt"		"unknown"	
"95.18"			"unknown"	
"95.19"	"*"		"unknown"	
"95.2"	"t"		"unknown"	
"95.22"	"mnt"		"unknown"	
"95.25"			"unknown"	
"95.29"			"unknown"	
"95.30"	"n"		"unknown"	
"95.31"			"unknown"	
"95.32"			"unknown"	
"95.33"			"unknown"	
"95.35"			"unknown"	
"95.38"	"c_MH"		"unknown"	
"95.40"	"mt"		"unknown"	
"95.42"			"unknown"	
"95.7"	"t"		"unknown"	
"95.8"	"c_MH"		"unknown"	
"95.9"			"unknown"	
"96.1"			"unknown"	
"96.10"			"unknown"	
"96.11"			"unknown"	
"96.13"			"unknown"	
"96.14"	"t"		"unknown"	
"96.15"	"m"		"unknown"	
"96.19"	"m"		"unknown"	
"96.2"			"unknown"	
"96.20"	"mnt"		"unknown"	
"96.21"	"mn"		"unknown"	
"96.22"	"cmnt"		"unknown"	
"96.24"	"t"		"unknown"	
"96.25"	"nt"		"unknown"	
"96.27"	"nt"		"unknown"	
"96.28"	"nt"		"unknown"	
"96.29"	"nt"		"unknown"	
"96.30"			"unknown"	
"96.31"			"unknown"	
"96.35"	"mnt"		"unknown"	
"96.37"	"mnt"		"unknown"	
"96.4"	"t"		"unknown"	
"96.43"			"unknown"	
"96.44"			"unknown"	
"96.45"	"n"		"unknown"	
"96.48"	"mnt"		"unknown"	
"96.49"			"unknown"	
"96.51"			"unknown"	
"96.53"			"unknown"	
"96.54"			"unknown"	
"96.56"	"t"		"unknown"	
"96.62"	"mt"		"unknown"	
"97.11"			"unknown"	
"97.12"	"m"		"unknown"	
"97.18"			"unknown"	
"97.20"	"nt"		"unknown"	
"97.24"			"unknown"	
"97.28"	"nt"		"unknown"	
"97.3"			"unknown"	
"97.30"	"*"		"unknown"	
"97.31"			"unknown"	
"97.32"	"m"		"unknown"	
"97.34"			"unknown"	
"97.35"	"nt"		"unknown"	
"97.39"			"unknown"	
"97.41"			"unknown"	
"97.46"	"nt"		"unknown"	
"97.48"			"unknown"	
"97.50"	"n"		"unknown"	
"97.53"			"unknown"	
"97.55"	"t"		"unknown"	
"97.64"	"nt"		"unknown"	
"97.67"			"unknown"	
"97.69"			"unknown"	
"97.7"	"t"		"unknown"	
"97.70"	"*"		"unknown"	
"97.76"	"nt"		"unknown"	
"97.8"	"mt"		"unknown"	
"97.9"	"nt"		"unknown"	
"98.15"			"unknown"	
"98.16"	"nt"		"unknown"	
"98.17"	"t"		"unknown"	
"98.21"	"t"		"unknown"	
"98.23"	"t"		"unknown"	
"98.24"	"ct"		"unknown"	
"98.25"	"t?"		"unknown"	
"98.32"	"[98.32]"		"unknown"	
"98.35"	"c_MH"		"unknown"	
"98.36"			"unknown"	
"98.40"	"n"		"unknown"	
"98.47"			"unknown"	
"98.50"			"unknown"	
"98.54"	"nt"		"unknown"	
"98.57"	"t"		"unknown"	
"98.63"			"unknown"	
"98.68"			"unknown"	
"98.70"	"nt"		"unknown"	
"98.72"	"t"		"unknown"	
"98.74"	"m"		"unknown"	
"98.77"	"*"		"unknown"	
"98.78"			"unknown"	
"98.80"			"unknown"	
"98.83"	"*"		"unknown"	
"98.87"			"unknown"	
"98.9"	"nt"		"unknown"	
"98.92"	"t"		"unknown"	
"98.93"			"unknown"	
"99.1"			"unknown"	
"99.101"	"nt"		"unknown"	
"99.102"	"t"		"unknown"	
"99.106"			"unknown"	
"99.107"			"unknown"	
"99.108"			"unknown"	
"99.11"			"unknown"	
"99.111"			"unknown"	
"99.115"			"unknown"	
"99.116"			"unknown"	
"99.122"			"unknown"	
"99.126"			"unknown"	
"99.131"	"c_MH"		"unknown"	
"99.132"	"n"		"unknown"	
"99.138"			"unknown"	
"99.14"			"unknown"	
"99.140"			"unknown"	
"99.143"			"unknown"	
"99.145"			"unknown"	
"99.149"			"unknown"	
"99.15"			"unknown"	
"99.152"	"nt"		"unknown"	
"99.154"			"unknown"	
"99.155"			"unknown"	
"99.156"			"unknown"	
"99.16"			"unknown"	
"99.162"	"nt"		"unknown"	
"99.165"	"t"		"unknown"	
"99.169"	"nt"		"unknown"	
"99.17"			"unknown"	
"99.171"			"unknown"	
"99.2"			"unknown"	
"99.21"	"t?"		"unknown"	
"99.23"			"unknown"	
"99.24"			"unknown"	
"99.25"			"unknown"	
"99.26"			"unknown"	
"99.30"			"unknown"	
"99.31"			"unknown"	
"99.32"			"unknown"	
"99.34"			"unknown"	
"99.35"			"unknown"	
"99.36"			"unknown"	
"99.38"			"unknown"	
"99.4"			"unknown"	
"99.54"	"nt"		"unknown"	
"99.58"	"nt"		"unknown"	
"99.61"			"unknown"	
"99.63"	"nt"		"unknown"	
"99.64"	"t"		"unknown"	
"99.67"	"m"		"unknown"	
"99.73"	"c_MH"		"unknown"	
"99.78"			"unknown"	
"99.8"			"unknown"	
"99.85"			"unknown"	
"99.86"			"unknown"	
"99.91"	"nt"		"unknown"	
"99.95"	"t"		"unknown"	
"99.98"			"unknown"	
"99.99"	"t"		"unknown"	
